Test ID,Module,Feature,Test Case Title,Pre-conditions,Test Steps,Expected Result,Actual Result,Status,Priority,Test Type,Bug ID,Bug Description,Severity,Reported By,Date Tested,Notes
TC-AUTH-011,Authentication,Password Reset,Reset password with valid OTP,Password reset OTP received,"1. Go to /reset-password 2. Enter OTP and new password 3. Click Reset 4. Log in with new password",Password changed; login with new password succeeds,,Not Tested,High,Functional,,,,,
TC-AUTH-012,Authentication,MFA,Enable TOTP MFA,Logged in as any user,"1. Go to Settings → Security 2. Click Enable Two-Factor Authentication 3. Scan QR with Google Authenticator 4. Enter 6-digit code 5. Click Activate",MFA enabled; badge shows 'Enabled',,Not Tested,High,Functional,,,,,
TC-AUTH-013,Authentication,MFA,Login with MFA enabled,MFA is enabled for account,"1. Log out 2. Enter valid email + password 3. On MFA step enter 6-digit code from authenticator app",Login succeeds; redirected to dashboard,,Not Tested,High,Functional,,,,,
TC-AUTH-014,Authentication,MFA,Disable MFA,MFA is enabled,"1. Go to Settings → Security 2. Click Disable MFA 3. Enter current 6-digit code 4. Confirm",MFA disabled; badge shows 'Disabled',,Not Tested,Medium,Functional,,,,,
TC-AUTH-015,Authentication,Session,Access token refresh,Logged in user with short-lived access token,"1. Wait for access token to expire (15 min) 2. Perform any authenticated action",New access token silently issued; no logout occurs,,Not Tested,High,Functional,,,,,
TC-AUTH-016,Authentication,Session,Revoke a specific session,Logged in from multiple devices/browsers,"1. Go to Settings → Security → Active Sessions 2. Click Revoke on a different session",That session is logged out; current session unaffected,,Not Tested,Medium,Functional,,,,,
TC-AUTH-017,Authentication,Logout,Logout clears session,Logged in as any user,"1. Click avatar → Sign Out",Redirected to /login; refresh token cookie cleared,,Not Tested,High,Functional,,,,,
TC-RBAC-001,Access Control,Role Routing,Student cannot access /admin routes,Logged in as Student,"1. Navigate directly to /admin/users",Redirected to /dashboard or shown 403,,Not Tested,Critical,Functional,,,,,
TC-RBAC-002,Access Control,Role Routing,Mentor cannot access admin-only pages,Logged in as Mentor,"1. Navigate directly to /admin/settings",Redirected away or shown 403,,Not Tested,High,Functional,,,,,
TC-RBAC-003,Access Control,Role Routing,Admin can access all pages,Logged in as Admin,"1. Navigate to /admin/users /admin/courses /admin/cohorts /admin/settings",All pages load without 403,,Not Tested,Critical,Functional,,,,,
TC-RBAC-004,Access Control,API Permissions,Student cannot call admin API,Logged in as Student,"1. Send GET /api/users with student's access token",API returns 403 Forbidden,,Not Tested,Critical,Functional,,,,,
TC-ADMIN-001,Admin,Dashboard,Admin dashboard loads with stats,Logged in as Admin; seeded data exists,"1. Go to /admin/dashboard",Dashboard renders with user count, course count, cohort count, and recent activity,,Not Tested,High,Functional,,,,,
TC-ADMIN-002,Admin,Users,Create a new user,Logged in as Admin,"1. Go to Admin → Users 2. Click Create User 3. Fill name, email, password, select role 4. Click Save",New user appears in list; can log in with provided credentials,,Not Tested,High,Functional,,,,,
TC-ADMIN-003,Admin,Users,Edit user details,Logged in as Admin; user exists,"1. Go to Admin → Users 2. Click Edit on a user 3. Change first name 4. Save",User's name updated in list,,Not Tested,Medium,Functional,,,,,
TC-ADMIN-004,Admin,Users,Change user role,Logged in as Admin; user exists,"1. Go to Admin → Users 2. Click Edit on a user 3. Change role to Mentor 4. Save 5. Log in as that user",User now has Mentor sidebar and permissions,,Not Tested,High,Functional,,,,,
TC-ADMIN-005,Admin,Categories,Create a category,Logged in as Admin,"1. Go to Admin → Categories 2. Click Add Category 3. Enter name 4. Save",Category appears in list; available as filter when creating courses,,Not Tested,Medium,Functional,,,,,
TC-ADMIN-006,Admin,Tags,Create a tag,Logged in as Admin,"1. Go to Admin → Tags 2. Click Add Tag 3. Enter name 4. Save",Tag appears in list; selectable on course form,,Not Tested,Medium,Functional,,,,,
TC-ADMIN-007,Admin,Courses,Create a course with full details,Logged in as Admin; category exists,"1. Go to Admin → Courses 2. Click Create Course 3. Fill title, description, select category and tags, upload thumbnail, set plan access 4. Save",Course appears in course grid; visible to students on My Courses,,Not Tested,Critical,Functional,,,,,
TC-ADMIN-008,Admin,Courses,Add a module to a course,Logged in as Admin; course exists,"1. Go to Admin → Courses → click course card 2. Click Add Module 3. Enter title and plan access 4. Save",Module appears in curriculum list,,Not Tested,Critical,Functional,,,,,
TC-ADMIN-009,Admin,Courses,Add a Video lesson (YouTube),Logged in as Admin; module exists,"1. Click Add Lesson in module 2. Select type VIDEO 3. Enter title and paste a YouTube URL 4. Save",Lesson added; student can view lesson with custom YouTube player,,Not Tested,Critical,Functional,,,,,
TC-ADMIN-010,Admin,Courses,Add a Text lesson,Logged in as Admin; module exists,"1. Click Add Lesson 2. Select type TEXT 3. Enter title and content 4. Save",Lesson added; content renders on learn page,,Not Tested,High,Functional,,,,,
TC-ADMIN-011,Admin,Courses,Add a Live lesson,Logged in as Admin; module exists; Zoom account configured,"1. Click Add Lesson 2. Select type LIVE 3. Set start/end time, select host 4. Save",Live lesson created; Zoom meeting scheduled (or stub if no Zoom scope),,Not Tested,High,Functional,,,,,
TC-ADMIN-012,Admin,Courses,Add a Quiz to a lesson,Logged in as Admin; lesson exists,"1. Go to Admin → Courses → course → click Content on a lesson 2. Go to Quizzes tab 3. Add quiz title 4. Add 2 questions with options and correct answers 5. Publish",Quiz published; visible to students on lesson quiz tab,,Not Tested,High,Functional,,,,,
TC-ADMIN-013,Admin,Courses,Add a Resource to a lesson,Logged in as Admin; lesson exists,"1. Go to lesson Content → Resources tab 2. Add resource with title URL and type PDF 3. Save",Resource appears in lesson Resources tab for students,,Not Tested,High,Functional,,,,,
TC-ADMIN-014,Admin,Courses,Add an Assignment to a lesson,Logged in as Admin; lesson exists,"1. Go to lesson Content → Assignments tab 2. Create assignment with title, description, due date 3. Save",Assignment visible to enrolled students on Assignments tab,,Not Tested,High,Functional,,,,,
TC-ADMIN-015,Admin,Cohorts,Create a cohort,Logged in as Admin; course exists,"1. Go to Admin → Cohorts 2. Click Create Cohort 3. Select course, set name and dates 4. Save",Cohort created; appears in list,,Not Tested,Critical,Functional,,,,,
TC-ADMIN-016,Admin,Cohorts,Assign mentor to cohort,Logged in as Admin; cohort and mentor user exist,"1. Go to Admin → Cohorts → click cohort 2. Click Add Mentor 3. Select mentor user 4. Save",Mentor assigned; cohort appears in mentor's My Cohorts,,Not Tested,High,Functional,,,,,
TC-ADMIN-017,Admin,Cohorts,Enrol a student,Logged in as Admin; cohort and student exist,"1. Go to cohort detail page 2. Click Enrol Student 3. Select student and choose plan ICAP 4. Enrol",Student appears in enrolled list with ICAP plan; course visible on student's My Courses,,Not Tested,Critical,Functional,,,,,
TC-ADMIN-018,Admin,Cohorts,Upgrade student plan to Intensive Pro,Logged in as Admin; student is enrolled with ICAP,"1. Go to cohort detail 2. Find student row 3. Change plan dropdown to Intensive Pro 4. Save",Student plan updated; access expiry re-snapshotted; Intensive Pro content unlocked,,Not Tested,High,Functional,,,,,
TC-ADMIN-019,Admin,Certificates,Create certificate template,Logged in as Admin,"1. Go to Admin → Certificates 2. Click Create Template 3. Enter name 4. Upload a design image 5. Save",Template saved; selectable when creating a course,,Not Tested,High,Functional,,,,,
TC-ADMIN-020,Admin,Certificates,Issue certificate to eligible student,Logged in as Admin; student has 100% progress,"1. Go to Admin → Certificates 2. Find student's course record 3. Click Issue Certificate",Certificate issued; student can view and download it,,Not Tested,High,Functional,,,,,
TC-ADMIN-021,Admin,Settings - Profile,Update admin profile name and avatar,Logged in as Admin,"1. Go to Admin → Settings → Profile 2. Change first name 3. Click Save 4. Upload new profile photo",Name updated in sidebar; new photo shown in topbar and sidebar,,Not Tested,Medium,Functional,,,,,
TC-ADMIN-022,Admin,Settings - Email,Configure SMTP and send test email,Logged in as Admin,"1. Go to Settings → Email Configure 2. Enter SMTP host, port, username, password 3. Click Save 4. Click Send Test Email",Test email received at configured address,,Not Tested,High,Functional,,,,,
TC-ADMIN-023,Admin,Settings - Roles,Create custom role with limited permissions,Logged in as Admin,"1. Go to Settings → Roles & Permissions 2. Click New Role 3. Enter name 'Support' 4. Select only course:read and user:read permissions 5. Save",Role created; user assigned to it can only read courses and users,,Not Tested,High,Functional,,,,,
TC-ADMIN-024,Admin,Settings - Plans,Configure plan durations,Logged in as Admin,"1. Go to Settings → Plans 2. Set ICAP LMS Access to 6 Months 3. Set Intensive Pro LMS Access to 1 Year 4. Save",Duration saved; new enrolments use updated durations for expiry calculation,,Not Tested,High,Functional,,,,,
TC-ADMIN-025,Admin,Settings - Zoom,Add Zoom account credentials,Logged in as Admin,"1. Go to Settings → Zoom Accounts 2. Click Add Account 3. Enter Account ID, Client ID, Client Secret, Secret Token 4. Save",Account saved; available when scheduling live lessons,,Not Tested,High,Functional,,,,,
TC-ADMIN-026,Admin,Community,Create a community,Logged in as Admin,"1. Go to Admin → Community 2. Click Create Community 3. Enter name and description 4. Upload cover image 5. Save",Community created; cover image displayed in card,,Not Tested,Medium,Functional,,,,,
TC-ADMIN-027,Admin,Community,Add member to community,Logged in as Admin; community and student exist,"1. Go to Admin → Community 2. Click Members on a community 3. Select student 4. Add",Student added to community; community visible on student's Community page,,Not Tested,Medium,Functional,,,,,
TC-STUDENT-001,Student,My Courses,Enrolled courses appear on My Courses,Student enrolled in a cohort,"1. Log in as student 2. Go to /courses",Enrolled courses shown with progress percentage and resume button,,Not Tested,Critical,Functional,,,,,
TC-STUDENT-002,Student,My Courses,Completed courses show in Completed tab,Student has finished a course,"1. Go to /courses 2. Click Completed tab",Completed courses appear in the Completed tab,,Not Tested,High,Functional,,,,,
TC-STUDENT-003,Student,Course Roadmap,Roadmap loads with correct module/lesson structure,Student enrolled; course has modules and lessons,"1. Go to /courses 2. Click Roadmap on a course card",All modules and lessons listed; completion state (locked/complete/in-progress) correct,,Not Tested,Critical,Functional,,,,,
TC-STUDENT-004,Student,Course Roadmap,Sequential lock prevents skipping lessons,Course has unlock mode SEQUENTIAL; student has not completed lesson 1,"1. Open Roadmap 2. Try to click on lesson 2 without completing lesson 1",Lesson 2 is locked; cannot be opened,,Not Tested,High,Functional,,,,,
TC-STUDENT-005,Student,Lesson - Video,YouTube video lesson plays correctly,Student enrolled; lesson has YouTube URL,"1. Open a VIDEO lesson with YouTube URL 2. Click Play",Video plays with custom controls; YouTube branding suppressed,,Not Tested,Critical,Functional,,,,,
TC-STUDENT-006,Student,Lesson - Video,YouTube player custom controls work,Student on a YouTube lesson,"1. Click Play 2. Click Pause 3. Click +30s skip 4. Adjust volume slider 5. Change speed to 1.5x 6. Click fullscreen",All controls respond correctly,,Not Tested,High,Functional,,,,,
TC-STUDENT-007,Student,Lesson - Text,Text lesson renders content,Student enrolled; TEXT lesson exists,"1. Open a TEXT lesson",Text content renders correctly with formatting,,Not Tested,High,Functional,,,,,
TC-STUDENT-008,Student,Lesson - Live,Join button enabled when class is live,LIVE lesson exists; status is LIVE,"1. Open a LIVE lesson on the Roadmap 2. Check the Join button state",Join button is enabled and opens meeting link in new tab,,Not Tested,Critical,Functional,,,,,
TC-STUDENT-009,Student,Lesson - Live,Join button disabled before scheduled time,LIVE lesson exists; start time is future (>10 min away),"1. Open a LIVE lesson",Join button is disabled,,Not Tested,High,Functional,,,,,
TC-STUDENT-010,Student,Lesson Completion,Marking lesson complete updates progress,Student enrolled; lesson not yet complete,"1. Open a lesson 2. Click Mark as Complete (or complete the video)",Lesson marked complete; cohort progress % increases; lesson shows tick on Roadmap,,Not Tested,Critical,Functional,,,,,
TC-STUDENT-011,Student,Quiz,Submit a quiz and see score,Student enrolled; published quiz exists on lesson,"1. Open lesson 2. Go to Quiz tab 3. Answer all questions 4. Submit",Score shown immediately; attempt recorded; leaderboard XP updated,,Not Tested,High,Functional,,,,,
TC-STUDENT-012,Student,Quiz,Retake quiz shows best score,Student already submitted a quiz,"1. Submit a quiz again with different answers",Best score used for leaderboard; both attempts recorded,,Not Tested,Medium,Functional,,,,,
TC-STUDENT-013,Student,Assignment,Submit an assignment,Student enrolled; assignment exists,"1. Open lesson → Assignments tab 2. Click Submit on an assignment 3. Enter text response 4. Submit",Submission recorded; status shows Submitted,,Not Tested,High,Functional,,,,,
TC-STUDENT-014,Student,Assignment,View feedback after grading,Mentor has graded the student's submission,"1. Open lesson → Assignments tab 2. Click on graded assignment",Marks awarded and feedback comment displayed,,Not Tested,High,Functional,,,,,
TC-STUDENT-015,Student,Resources,View a PDF resource in-app,Lesson has a PDF resource,"1. Open lesson → Resources tab 2. Click View on a PDF resource",PDF opens in Google Docs Viewer modal; no download button shown,,Not Tested,High,Functional,,,,,
TC-STUDENT-016,Student,Certificate,View certificate after 100% completion,Student has 100% progress; certificate issued by admin,"1. Go to course → Certificate tab",Certificate visual shown with name, course, date, and verification ID,,Not Tested,Critical,Functional,,,,,
TC-STUDENT-017,Student,Certificate,Download certificate as PDF,Certificate issued to student,"1. Go to course → Certificate tab 2. Click Download Certificate",PDF file downloads containing the certificate design,,Not Tested,High,Functional,,,,,
TC-STUDENT-018,Student,Certificate,Public verification link works,Certificate issued; verification token exists,"1. Copy the public verification URL 2. Open in incognito browser (no login)",Certificate details shown without authentication,,Not Tested,High,Functional,,,,,
TC-STUDENT-019,Student,Leaderboard,Leaderboard shows rank and XP,Student enrolled; has completed lessons and quizzes,"1. Go to course → Leaderboard tab",Student's rank, XP, and comparison with cohort members displayed,,Not Tested,High,Functional,,,,,
TC-STUDENT-020,Student,Calendar,Upcoming live classes appear,Student enrolled in cohort with scheduled live classes,"1. Go to /calendar",Live classes displayed on the correct dates in the week grid,,Not Tested,High,Functional,,,,,
TC-STUDENT-021,Student,Calendar,Filter calendar by cohort,Student enrolled in multiple cohorts,"1. Go to /calendar 2. Select a specific cohort from filter",Only that cohort's events shown,,Not Tested,Medium,Functional,,,,,
TC-STUDENT-022,Student,Notifications,Notification appears on enrollment,Admin enrols student in a cohort,"1. After enrollment, check the bell icon",Notification 'You have been enrolled' appears with unread count badge,,Not Tested,High,Functional,,,,,
TC-STUDENT-023,Student,Notifications,Mark notification as read,Student has unread notifications,"1. Click bell icon 2. Click Mark as read on a notification",Notification marked read; unread count decreases,,Not Tested,Medium,Functional,,,,,
TC-STUDENT-024,Student,Notifications,Dismiss notification,Student has a notification,"1. Click bell icon 2. Click × on a notification",Notification removed from dropdown,,Not Tested,Low,Functional,,,,,
TC-STUDENT-025,Student,Profile,Update profile and photo,Logged in as Student,"1. Go to Settings → Profile 2. Change display name 3. Upload a new photo",Name and photo updated; shown in sidebar and topbar immediately,,Not Tested,High,Functional,,,,,
TC-STUDENT-026,Student,Settings - Security,Change password,Logged in as Student,"1. Go to Settings → Security 2. Enter current password and new password 3. Save",Password changed; old password no longer works,,Not Tested,High,Functional,,,,,
TC-MENTOR-001,Mentor,My Cohorts,Mentor sees assigned cohorts,Logged in as Mentor; assigned to cohorts,"1. Go to /cohorts",Cards for all assigned cohorts shown,,Not Tested,High,Functional,,,,,
TC-MENTOR-002,Mentor,Sessions,Mentor sees upcoming sessions,Logged in as Mentor; live classes scheduled,"1. Go to /sessions",Upcoming live classes listed with date, time, and course,,Not Tested,High,Functional,,,,,
TC-MENTOR-003,Mentor,Sessions,Mentor sees past sessions,Logged in as Mentor; past live classes exist,"1. Go to /sessions → Past tab",Completed live classes listed; recording link shown if available,,Not Tested,Medium,Functional,,,,,
TC-MENTOR-004,Mentor,Discussion,Mentor can post in course discussion,Logged in as Mentor; assigned to a cohort with a course,"1. Go to /courses/[slug]/discussion 2. Type a comment 3. Submit",Comment appears in discussion feed attributed to Mentor,,Not Tested,High,Functional,,,,,
TC-MENTOR-005,Mentor,Assignment Grading,Mentor can grade a student submission,Logged in as Mentor; student has submitted assignment,"1. Go to Admin → Courses → lesson Content → Assignments → Submissions 2. Enter marks and feedback 3. Click Grade",Submission marked GRADED; student notified; leaderboard updated,,Not Tested,High,Functional,,,,,
TC-MENTOR-006,Mentor,Availability,Set weekly availability slots,Logged in as Mentor,"1. Go to /sessions → 1:1 Bookings tab 2. Click Manage Availability 3. Add slots for Monday 10:00 and Wednesday 14:00 4. Save",Slots saved; visible to students when booking,,Not Tested,High,Functional,,,,,
TC-MENTOR-007,Mentor,Bookings,Confirm a booking request,Student has booked a session,"1. Go to /sessions → 1:1 Bookings 2. Find PENDING booking 3. Click Confirm 4. Enter meeting URL",Booking status changes to CONFIRMED; student notified,,Not Tested,High,Functional,,,,,
TC-MENTOR-008,Mentor,Bookings,Decline a booking request,Student has booked a session,"1. Go to /sessions → 1:1 Bookings 2. Find PENDING booking 3. Click Decline",Booking status changes to CANCELLED,,Not Tested,Medium,Functional,,,,,
TC-MENTOR-009,Mentor,Live Accounts,Connect personal Zoom account,Logged in as Mentor; has Zoom credentials,"1. Go to Settings → Live Class Accounts 2. Click Connect Zoom 3. Enter credentials 4. Save",Zoom account connected; shows as option when scheduling live lessons hosted by this mentor,,Not Tested,Medium,Functional,,,,,
TC-BOOKING-001,Bookings,Student,Student can book an available slot,Mentor has availability set; student enrolled in mentor's cohort,"1. Log in as student 2. Go to /sessions → 1:1 Bookings 3. Select mentor 4. Choose available slot 5. Add message 6. Book",Booking appears with PENDING status; mentor notified,,Not Tested,High,Functional,,,,,
TC-BOOKING-002,Bookings,Student,Student cannot double-book same slot,One slot already booked by student,"1. Try to book the same slot again",Slot shows as unavailable or booking rejected,,Not Tested,Medium,Functional,,,,,
TC-BOOKING-003,Bookings,Rating,Student rates completed session,Booking is COMPLETED; not yet rated,"1. Go to /sessions → 1:1 Bookings 2. Find COMPLETED booking 3. Click Rate 4. Select 4 stars 5. Add comment 6. Submit",Rating saved; mentor's average rating updated,,Not Tested,High,Functional,,,,,
TC-BOOKING-004,Bookings,Rating,Rate button disappears after rating,Student has rated a booking,"1. Go to /sessions → 1:1 Bookings 2. Find the rated booking",Rate button not shown; rating already submitted,,Not Tested,Medium,Functional,,,,,
TC-CHAT-001,Chat,Conversations,Chat conversation list loads,Logged in as student or mentor; enrolled in shared cohort,"1. Go to /chat",Conversation list appears with partner names and last message preview,,Not Tested,High,Functional,,,,,
TC-CHAT-002,Chat,Messaging,Send a message,Chat conversation open,"1. Type message in composer 2. Click Send or press Enter",Message appears in thread with sent timestamp,,Not Tested,Critical,Functional,,,,,
TC-CHAT-003,Chat,Messaging,Receive a message (polling),Other user sends a message,"1. Keep chat open 2. Other user sends a message 3. Wait up to 4 seconds",Message appears without page reload,,Not Tested,High,Functional,,,,,
TC-CHAT-004,Chat,Messaging,ICAP student cannot message Mentor,Student has ICAP plan,"1. Log in as ICAP student 2. Go to /chat 3. Find mentor conversation",Composer is disabled with 'Intensive Pro plan required' message; send button not clickable,,Not Tested,High,Functional,,,,,
TC-CHAT-005,Chat,Messaging,Intensive Pro student can message Mentor,Student has Intensive Pro plan,"1. Log in as Intensive Pro student 2. Go to /chat 3. Find mentor conversation 4. Send message",Message sent successfully,,Not Tested,High,Functional,,,,,
TC-CHAT-006,Chat,Reactions,Add emoji reaction to message,Chat conversation with messages,"1. Hover over a message 2. Click the reaction icon 3. Select an emoji",Emoji reaction shown below message with count 1,,Not Tested,Medium,Functional,,,,,
TC-CHAT-007,Chat,Pin,Pin a conversation,Multiple conversations exist,"1. Hover over a conversation in list 2. Click pin icon",Conversation moves to Pinned section at top of list,,Not Tested,Low,Functional,,,,,
TC-CALL-001,WebRTC,Outgoing Call,Initiate a video call from chat,Two users share a chat conversation; browsers support WebRTC,"1. Log in as user A in browser 1 2. Log in as user B in browser 2 3. In user A's chat page click Video Call button",User A sees outgoing call overlay; user B's browser shows incoming call alert within 2 seconds,,Not Tested,High,Functional,,,,,
TC-CALL-002,WebRTC,Incoming Call,Accept an incoming call,User B is receiving a call from user A,"1. On user B's screen click Accept",Both users enter active call; video/audio streams shown,,Not Tested,High,Functional,,,,,
TC-CALL-003,WebRTC,Incoming Call,Decline an incoming call,User B is receiving a call,"1. On user B's screen click Decline",Call ended; user A sees 'Call declined',,Not Tested,Medium,Functional,,,,,
TC-CALL-004,WebRTC,In-call Controls,Mute microphone during call,Active call in progress,"1. Click mute button",Microphone muted; button shows muted state; other party cannot hear audio,,Not Tested,High,Functional,,,,,
TC-CALL-005,WebRTC,In-call Controls,Turn off camera during call,Active call in progress,"1. Click camera toggle button",Local video hidden; PiP shows blank/avatar; other party sees no video,,Not Tested,High,Functional,,,,,
TC-CALL-006,WebRTC,Hang Up,End a call,Active call in progress,"1. Click hang up button",Call ends for both parties; both return to idle state,,Not Tested,High,Functional,,,,,
TC-PLANS-001,Plans,Access Control,ICAP student cannot view Intensive Pro lesson,Student has ICAP plan; lesson is set to Intensive Pro only,"1. Log in as ICAP student 2. Open course Roadmap 3. Find a locked lesson with Intensive Pro badge",Lesson shows 'Upgrade to Intensive Pro to unlock' message; content not shown,,Not Tested,Critical,Functional,,,,,
TC-PLANS-002,Plans,Access Control,ICAP student reaches 100% excluding Pro-only lessons,Course has mix of ICAP and Pro lessons; student has ICAP,"1. Complete all ICAP-accessible lessons",Progress reaches 100% based on ICAP-accessible lessons only; certificate unlocks,,Not Tested,High,Functional,,,,,
TC-PLANS-003,Plans,Access Control,ICAP student cannot join Premium Community,Community is Premium; student has ICAP,"1. Log in as ICAP student 2. Try to access Premium Community",Access denied or upgrade prompt shown,,Not Tested,High,Functional,,,,,
TC-PLANS-004,Plans,Access Control,Expired LMS access blocks roadmap,Student's lmsAccessExpiresAt is in the past,"1. Log in as student with expired access 2. Open course Roadmap",403 or 'access expired' error shown; lesson content not accessible,,Not Tested,High,Functional,,,,,
TC-PLANS-005,Plans,Upgrade,Admin upgrades student to Intensive Pro,Student enrolled with ICAP,"1. Admin → Cohort → find student 2. Change plan to Intensive Pro 3. Save",Student immediately has access to Pro content; chat with mentor unlocked,,Not Tested,High,Functional,,,,,
TC-NOTIF-001,Notifications,Enrollment,Notification on enrollment,Admin enrols student,"1. Enrol student via Admin 2. Log in as student 3. Check notification bell",Enrollment notification appears,,Not Tested,High,Functional,,,,,
TC-NOTIF-002,Notifications,Live Class,Notification when class goes LIVE,Live class webhook fires or admin manually sets status to LIVE,"1. Live class status changes to LIVE 2. Student checks notifications",All enrolled students receive 'Class is live now' notification with join link,,Not Tested,High,Functional,,,,,
TC-NOTIF-003,Notifications,Certificate,Notification on certificate issue,Admin issues a certificate,"1. Admin issues certificate 2. Student checks notifications",Certificate issued notification appears with view link,,Not Tested,High,Functional,,,,,
TC-NOTIF-004,Notifications,Discussion,Notification on reply to comment,Student A commented; student B replies,"1. Student B replies to Student A's comment 2. Student A checks notifications",Student A notified of reply,,Not Tested,Medium,Functional,,,,,
TC-UPLOAD-001,File Uploads,Profile Photo,Upload profile photo,Logged in as any user,"1. Go to Settings → Profile 2. Click upload photo 3. Select a PNG under 5MB",Photo uploaded and displayed immediately; persists after page reload,,Not Tested,High,Functional,,,,,
TC-UPLOAD-002,File Uploads,Profile Photo,Reject oversized profile photo,Logged in as any user,"1. Try to upload a 10MB image as profile photo",Error: file too large (limit 5MB),,Not Tested,Medium,Functional,,,,,
TC-UPLOAD-003,File Uploads,Course Thumbnail,Upload course thumbnail,Logged in as Admin; on course create/edit form,"1. Upload a JPEG thumbnail on course form",Thumbnail shown on course card in admin and student views,,Not Tested,High,Functional,,,,,
TC-UPLOAD-004,File Uploads,Certificate Design,Upload certificate template design,Logged in as Admin,"1. Go to Admin → Certificates → create template 2. Upload PNG design image",Design image saved; used as background on issued certificates,,Not Tested,High,Functional,,,,,
TC-UPLOAD-005,File Uploads,Community Cover,Upload community cover image,Logged in as Admin,"1. Go to Admin → Community → create community 2. Upload cover image",Cover image displayed on community card,,Not Tested,Medium,Functional,,,,,
TC-REG-001,Regression,Authentication,Login still works after code changes,Latest deployment live,"1. Log in as Admin with correct credentials",Login succeeds,,Not Tested,Critical,Regression,,,,,
TC-REG-002,Regression,Courses,Course roadmap still loads after plans feature,Student enrolled in course with mixed plan lessons,"1. Log in as student 2. Open course roadmap",Roadmap loads; correct lock states shown,,Not Tested,Critical,Regression,,,,,
TC-REG-003,Regression,Discussion,Discussion still works after chat redesign,Latest deployment live,"1. Log in as student 2. Go to course → Discussion tab",Comments load; new comment can be posted,,Not Tested,High,Regression,,,,,
TC-REG-004,Regression,Leaderboard,Leaderboard still updates after quiz submission,Student submits a quiz,"1. Submit a quiz 2. Check leaderboard",XP updated in leaderboard,,Not Tested,High,Regression,,,,,
TC-REG-005,Regression,Certificate,Certificate PDF download still works,Student has an issued certificate,"1. Go to Certificate tab 2. Click Download",PDF downloads correctly,,Not Tested,High,Regression,,,,,
TC-REG-006,Regression,Settings,Admin settings tabs all load,Latest deployment live,"1. Log in as Admin 2. Visit each Settings tab",All tabs render without errors,,Not Tested,Medium,Regression,,,,,
TC-UAT-001,UAT,New User Journey,Complete student onboarding journey,Fresh environment,"1. Register 2. Verify email 3. See My Courses (empty state) 4. Enrol (admin action) 5. Return and see course",End-to-end journey works without confusion,,Not Tested,Critical,UAT,,,,,
TC-UAT-002,UAT,Learning Journey,Student completes a full course,Student enrolled; course has lessons, quiz, assignment,"1. Complete all lessons 2. Submit assignment 3. Pass quiz 4. Reach 100% 5. Certificate issued",All steps work; certificate issued and downloadable,,Not Tested,Critical,UAT,,,,,
TC-UAT-003,UAT,Mentor Workflow,Mentor manages a cohort end to end,"Mentor assigned to cohort, live class scheduled","1. Set availability 2. Confirm a booking 3. Post in discussion 4. Grade an assignment 5. Host a live class",All actions accessible and functional from mentor's perspective,,Not Tested,Critical,UAT,,,,,
